Marker	Chromosome	Position	Population
7_162957436	7	69.09	Mo17
7_163112979	7	69.48	Mo17
7_163790540	7	69.87	Mo17
7_163824862	7	70.66	Mo17
7_164831358	7	71.44	Mo17
7_164995802	7	71.83	Mo17
7_164995813	7	72.23	Mo17
7_164995815	7	72.62	Mo17
7_164999687	7	73.4	Mo17
7_164999692	7	73.79	Mo17
7_165012280	7	74.19	Mo17
7_165295609	7	74.97	Mo17
7_165375653	7	75.36	Mo17
7_165383783	7	75.75	Mo17
7_165383882	7	76.54	Mo17
7_165474522	7	76.93	Mo17
7_165500977	7	78.51	Mo17
7_166856525	7	78.9	Mo17
7_166858577	7	79.29	Mo17
7_166858681	7	79.68	Mo17
7_166858686	7	81.26	Mo17
7_166959054	7	81.65	Mo17
7_166987438	7	82.44	Mo17
7_166987454	7	83.22	Mo17
7_166987477	7	84.4	Mo17
7_166987538	7	84.79	Mo17
7_167151058	7	85.18	Mo17
7_167342615	7	85.97	Mo17
7_167509505	7	86.36	Mo17
7_167585933	7	87.15	Mo17
7_167859171	7	88.32	Mo17
7_167859173	7	88.72	Mo17
7_167859175	7	89.5	Mo17
7_167864764	7	89.89	Mo17
7_167914972	7	90.68	Mo17
7_167980028	7	92.25	Mo17
7_168217761	7	92.64	Mo17
7_168220627	7	93.43	Mo17
7_170990706	7	93.82	Mo17
7_170999749	7	95	Mo17
7_171207899	7	96.58	Mo17
7_171207901	7	97.36	Mo17
7_171207902	7	97.75	Mo17
7_171631663	7	98.14	Mo17
7_172512783	7	98.53	Mo17
7_172975483	7	101.31	Mo17
7_173076064	7	103.29	Mo17
7_173888764	7	105.26	Mo17
8_24700953	8	0	Mo17
8_27312863	8	1.18	Mo17
8_72629894	8	3.56	Mo17
8_72931795	8	4.74	Mo17
8_72931801	8	5.53	Mo17
8_72931836	8	6.31	Mo17
8_72931923	8	6.7	Mo17
8_72931924	8	8.28	Mo17
8_72931946	8	9.46	Mo17
8_72931971	8	10.64	Mo17
8_73735064	8	11.82	Mo17
8_73816285	8	13	Mo17
8_73816305	8	13.39	Mo17
8_75321743	8	13.78	Mo17
8_78657069	8	14.17	Mo17
8_78657070	8	14.57	Mo17
8_78657074	8	14.96	Mo17
8_80160722	8	15.35	Mo17
8_87770150	8	15.74	Mo17
8_97115645	8	16.13	Mo17
8_98997198	8	16.52	Mo17
8_99225590	8	17.7	Mo17
8_102912859	8	18.09	Mo17
8_108052721	8	18.48	Mo17
8_108382059	8	20.86	Mo17
8_108382076	8	21.64	Mo17
8_110215141	8	22.03	Mo17
8_111289019	8	22.42	Mo17
8_113215102	8	24	Mo17
8_113658851	8	24.39	Mo17
8_117071107	8	25.57	Mo17
8_117552303	8	25.96	Mo17
8_117844730	8	26.35	Mo17
8_119934977	8	26.74	Mo17
8_120147092	8	27.53	Mo17
8_120147110	8	28.71	Mo17
8_120149845	8	29.49	Mo17
8_120149919	8	29.88	Mo17
8_121895862	8	30.27	Mo17
8_122031304	8	30.67	Mo17
8_122064018	8	31.06	Mo17
8_122151306	8	32.24	Mo17
8_123773448	8	33.02	Mo17
8_123845620	8	33.41	Mo17
8_124841185	8	33.8	Mo17
8_125114583	8	34.2	Mo17
8_127113443	8	34.98	Mo17
8_131528970	8	35.37	Mo17
8_131902981	8	35.76	Mo17
8_131978230	8	36.15	Mo17
8_133260386	8	36.55	Mo17
8_139136023	8	36.94	Mo17
8_139136024	8	38.12	Mo17
8_139136027	8	38.51	Mo17
8_139630996	8	38.9	Mo17
8_139631508	8	39.29	Mo17
8_139631517	8	39.68	Mo17
8_139631524	8	40.08	Mo17
8_140488449	8	42.05	Mo17
8_140488455	8	44.83	Mo17
8_141644452	8	45.22	Mo17
8_141644686	8	45.61	Mo17
8_141803350	8	46	Mo17
8_141948479	8	46.39	Mo17
8_141994861	8	48.37	Mo17
8_142010642	8	48.76	Mo17
8_142243967	8	49.15	Mo17
8_143831625	8	49.55	Mo17
8_145140999	8	50.33	Mo17
8_145278907	8	50.72	Mo17
8_145608118	8	51.51	Mo17
8_145699305	8	51.9	Mo17
8_145699493	8	52.29	Mo17
8_146152554	8	53.07	Mo17
8_146154565	8	53.47	Mo17
8_146154569	8	53.86	Mo17
8_146155627	8	54.64	Mo17
8_146155630	8	55.03	Mo17
8_146181627	8	56.21	Mo17
8_146182052	8	56.6	Mo17
8_146182100	8	57.39	Mo17
8_146544867	8	58.17	Mo17
8_147276130	8	58.96	Mo17
8_147536850	8	59.35	Mo17
8_147726662	8	59.74	Mo17
8_149073043	8	60.13	Mo17
8_149896054	8	60.52	Mo17
8_149982869	8	60.92	Mo17
8_150261407	8	61.31	Mo17
8_150567653	8	61.7	Mo17
8_151343492	8	62.48	Mo17
8_152131290	8	62.87	Mo17
8_152958216	8	63.66	Mo17
8_155054632	8	64.05	Mo17
8_155246222	8	64.44	Mo17
8_155246238	8	64.83	Mo17
8_155980077	8	65.22	Mo17
8_156266165	8	65.62	Mo17
8_156266167	8	66.4	Mo17
8_156266171	8	66.79	Mo17
8_156266173	8	67.58	Mo17
8_156266216	8	71.56	Mo17
8_156351826	8	78.04	Mo17
8_157453407	8	78.82	Mo17
8_157454492	8	79.21	Mo17
8_157668851	8	79.61	Mo17
8_157670403	8	80	Mo17
8_157755962	8	80.39	Mo17
8_157964803	8	80.78	Mo17
8_158116038	8	81.56	Mo17
8_158352710	8	81.96	Mo17
8_158366053	8	82.74	Mo17
8_158576369	8	83.13	Mo17
8_159249127	8	83.52	Mo17
8_159260927	8	83.92	Mo17
8_159374184	8	84.31	Mo17
8_159374203	8	85.09	Mo17
8_159381780	8	85.88	Mo17
8_159436952	8	86.27	Mo17
8_159885895	8	86.66	Mo17
8_159953603	8	87.05	Mo17
8_159987501	8	87.44	Mo17
8_160372768	8	88.23	Mo17
8_160385326	8	88.62	Mo17
8_164856206	8	89.01	Mo17
8_166675211	8	89.4	Mo17
8_166837731	8	90.58	Mo17
8_166974176	8	91.37	Mo17
8_167154740	8	91.76	Mo17
8_167154820	8	92.15	Mo17
8_169121756	8	93.73	Mo17
8_169665423	8	94.51	Mo17
8_170060521	8	96.09	Mo17
8_170124351	8	97.67	Mo17
8_170127444	8	99.25	Mo17
8_170131268	8	102.04	Mo17
8_170822074	8	102.43	Mo17
8_170866453	8	103.21	Mo17
8_171542360	8	104.4	Mo17
8_171573212	8	106.37	Mo17
8_171745131	8	107.55	Mo17
8_171751024	8	108.73	Mo17
8_171885776	8	109.91	Mo17
8_172197953	8	110.7	Mo17
8_172197956	8	111.48	Mo17
8_174297913	8	112.27	Mo17
8_174606826	8	113.05	Mo17
8_175069749	8	113.44	Mo17
9_15601515	9	0	Mo17
9_15618072	9	1.18	Mo17
9_15618522	9	1.57	Mo17
9_15618524	9	2.36	Mo17
9_15618525	9	2.75	Mo17
9_15618526	9	3.53	Mo17
9_15977495	9	3.93	Mo17
9_16750583	9	4.71	Mo17
9_16750594	9	5.1	Mo17
9_17232241	9	5.49	Mo17
9_17236937	9	5.89	Mo17
9_17236951	9	6.28	Mo17
9_17236963	9	6.67	Mo17
9_17236965	9	7.85	Mo17
9_17316947	9	9.03	Mo17
9_18849058	9	9.42	Mo17
9_19041896	9	9.81	Mo17
9_19174351	9	10.2	Mo17
9_19950896	9	10.59	Mo17
9_20313207	9	12.57	Mo17
9_20606878	9	12.96	Mo17
9_23259808	9	13.35	Mo17
9_23275000	9	13.75	Mo17
9_23281723	9	14.53	Mo17
9_23334573	9	15.32	Mo17
9_25087589	9	15.71	Mo17
9_25808984	9	16.49	Mo17
9_26612398	9	16.88	Mo17
9_26822399	9	17.27	Mo17
9_26824636	9	18.06	Mo17
9_27436709	9	18.45	Mo17
9_28007138	9	19.24	Mo17
9_30751455	9	19.63	Mo17
9_30979061	9	20.02	Mo17
9_41760658	9	20.8	Mo17
9_49132618	9	22.38	Mo17
9_52178755	9	22.77	Mo17
9_61814730	9	23.16	Mo17
9_67074265	9	24.34	Mo17
9_67491638	9	24.74	Mo17
9_70955885	9	25.52	Mo17
9_80067584	9	26.31	Mo17
9_82728577	9	27.09	Mo17
9_82747942	9	27.87	Mo17
9_83247350	9	28.27	Mo17
9_88589073	9	28.66	Mo17
9_88651684	9	29.05	Mo17
9_88799821	9	29.44	Mo17
9_100305442	9	29.83	Mo17
9_101203080	9	30.22	Mo17
9_101203092	9	31.01	Mo17
9_101393704	9	31.4	Mo17
9_101393719	9	31.79	Mo17
9_102928797	9	32.58	Mo17
9_102928798	9	32.97	Mo17
9_102928807	9	33.36	Mo17
9_103054141	9	34.14	Mo17
9_103173310	9	34.54	Mo17
9_103185341	9	34.93	Mo17
9_103410139	9	35.32	Mo17
9_119286841	9	36.1	Mo17
9_133546253	9	37.68	Mo17
9_133792726	9	38.47	Mo17
9_136771646	9	39.65	Mo17
9_136803234	9	40.83	Mo17
9_137763775	9	42.41	Mo17
9_138709589	9	43.19	Mo17
9_139750320	9	45.17	Mo17
9_139856271	9	45.56	Mo17
9_140016028	9	47.94	Mo17
9_140016066	9	48.33	Mo17
9_140219941	9	49.91	Mo17
9_142619580	9	50.31	Mo17
9_144800795	9	50.7	Mo17
9_147335875	9	52.68	Mo17
9_147335918	9	53.46	Mo17
9_147819633	9	55.04	Mo17
9_151282531	9	56.23	Mo17
9_151480046	9	57.01	Mo17
9_151662884	9	58.19	Mo17
9_151969871	9	58.98	Mo17
9_153415792	9	60.56	Mo17
9_153419371	9	63.36	Mo17
9_153673706	9	66.56	Mo17
9_153673708	9	71	Mo17
9_153673711	9	71.78	Mo17
9_153784417	9	74.17	Mo17
9_154250981	9	77.36	Mo17
9_154250994	9	78.54	Mo17
9_154251008	9	78.93	Mo17
9_154367164	9	79.71	Mo17
9_154378231	9	83.31	Mo17
10_10245169	10	0	Mo17
10_10614929	10	1.18	Mo17
10_10882744	10	5.61	Mo17
10_10882753	10	6.79	Mo17
10_11195560	10	7.18	Mo17
10_12352602	10	9.56	Mo17
10_12352611	10	10.35	Mo17
10_12744911	10	11.92	Mo17
10_12745080	10	13.11	Mo17
10_12751572	10	14.68	Mo17
10_12751616	10	15.08	Mo17
10_12751947	10	15.86	Mo17
10_12751966	10	16.25	Mo17
10_12751980	10	16.64	Mo17
10_12924395	10	17.03	Mo17
10_13001785	10	17.43	Mo17
10_13172130	10	17.82	Mo17
10_15006520	10	19	Mo17
10_15006559	10	19.39	Mo17
10_15095153	10	19.78	Mo17
10_15095190	10	20.17	Mo17
10_15208768	10	20.56	Mo17
10_15219401	10	20.95	Mo17
10_15221294	10	21.35	Mo17
10_15549424	10	21.74	Mo17
10_15800735	10	22.13	Mo17
10_16212019	10	22.52	Mo17
10_17885883	10	22.91	Mo17
10_18479814	10	23.7	Mo17
10_19031247	10	24.09	Mo17
10_19375160	10	24.48	Mo17
10_22095677	10	24.87	Mo17
10_22428459	10	25.26	Mo17
10_22878555	10	25.65	Mo17
10_23214091	10	26.05	Mo17
10_26349968	10	26.44	Mo17
10_26349987	10	26.83	Mo17
10_33772181	10	28.01	Mo17
10_42409157	10	28.4	Mo17
10_50596226	10	29.58	Mo17
10_51310340	10	29.97	Mo17
10_54171742	10	30.36	Mo17
10_59513952	10	31.15	Mo17
10_61493343	10	31.54	Mo17
10_61493394	10	31.93	Mo17
10_63031215	10	32.72	Mo17
10_70276055	10	33.5	Mo17
10_72979033	10	34.68	Mo17
10_77272430	10	35.07	Mo17
10_77676226	10	35.46	Mo17
10_77677301	10	35.86	Mo17
10_77677413	10	36.25	Mo17
10_78095081	10	36.64	Mo17
10_79276132	10	37.03	Mo17
10_89985315	10	37.82	Mo17
10_90244691	10	38.6	Mo17
10_91480586	10	39.38	Mo17
10_106313759	10	39.78	Mo17
10_108358713	10	40.56	Mo17
10_109019984	10	40.95	Mo17
10_111353986	10	41.34	Mo17
10_111354005	10	41.74	Mo17
10_111354013	10	42.52	Mo17
10_111354169	10	44.1	Mo17
10_111354182	10	45.28	Mo17
10_113167579	10	46.06	Mo17
10_113942207	10	46.45	Mo17
10_113979912	10	46.84	Mo17
10_113979918	10	47.23	Mo17
10_113979924	10	47.63	Mo17
10_113979928	10	48.41	Mo17
10_113979930	10	50.78	Mo17
10_113979933	10	55.17	Mo17
10_114533174	10	62.48	Mo17
10_114854035	10	62.87	Mo17
10_115122619	10	63.26	Mo17
10_115146803	10	63.65	Mo17
10_116450618	10	64.05	Mo17
10_117028238	10	64.83	Mo17
10_117028239	10	65.22	Mo17
10_117028242	10	66.4	Mo17
10_117028248	10	72.45	Mo17
10_117615774	10	78.49	Mo17
10_117623693	10	78.88	Mo17
10_117623705	10	79.67	Mo17
10_123343403	10	80.85	Mo17
10_123343406	10	81.24	Mo17
10_123819528	10	81.63	Mo17
10_123819529	10	82.02	Mo17
10_123880771	10	82.81	Mo17
10_123880803	10	83.59	Mo17
10_124062127	10	84.37	Mo17
10_124064221	10	85.16	Mo17
10_124333672	10	85.55	Mo17
10_125950909	10	85.94	Mo17
10_132512619	10	86.33	Mo17
10_135047903	10	87.12	Mo17
10_135609904	10	88.3	Mo17
10_135801262	10	88.69	Mo17
10_139839754	10	91.07	Mo17
10_139877733	10	91.46	Mo17
10_139984058	10	93.84	Mo17
10_140727578	10	95.81	Mo17
10_140854229	10	98.19	Mo17
10_142715776	10	98.98	Mo17
10_142920292	10	100.16	Mo17
10_143062372	10	100.55	Mo17
10_144913800	10	103.74	Mo17
10_145175157	10	106.92	Mo17
10_145175183	10	108.5	Mo17
10_146682103	10	110.08	Mo17
10_146687358	10	111.66	Mo17
10_147385989	10	112.84	Mo17
10_147405087	10	115.62	Mo17
10_147706534	10	119.22	Mo17
10_148513275	10	120.01	Mo17
